Name;Median Household Income;90% CI Lower Bound;90% CI Upper Bound
Erie County;45.476;43.587;47.365
Fayette County;36.902;34.739;39.065
Forest County;37.794;34.591;40.997
Franklin County;50.434;47.580;53.288
Fulton County;48.084;44.073;52.095
Greene County;49.897;46.431;53.363
Huntingdon County;44.531;42.623;46.439
Indiana County;42.611;39.941;45.281
Jefferson County;43.810;41.842;45.778
Juniata County;48.944;45.573;52.315
Lackawanna County;45.098;42.905;47.291
Lancaster County;57.369;55.545;59.193
Lawrence County;44.903;42.641;47.165
Lebanon County;53.861;51.434;56.288
Lehigh County;58.283;56.856;59.710
Luzerne County;44.222;42.684;45.760
Lycoming County;45.211;42.919;47.503
Mc Kean County;44.723;41.422;48.024
Mercer County;43.559;41.297;45.821
Mifflin County;40.957;39.019;42.895
Monroe County;59.492;55.730;63.254
Montgomery County;79.576;77.118;82.034
Montour County;54.547;49.296;59.798
Northampton County;61.510;59.580;63.440
Northumberland County;40.429;38.044;42.814
Perry County;54.920;51.748;58.092
Philadelphia County;39.037;37.849;40.225
Pike County;58.375;53.830;62.920
Potter County;40.323;36.908;43.738
Schuylkill County;43.169;40.843;45.495
Snyder County;49.117;45.966;52.268
Somerset County;45.706;44.145;47.267
Sullivan County;44.191;40.955;47.427
Susquehanna County;49.552;47.341;51.763
Tioga County;47.360;44.509;50.211
Union County;47.996;44.495;51.497
Venango County;43.810;41.255;46.365
Warren County;44.651;41.148;48.154
Washington County;55.796;53.374;58.218
Wayne County;48.663;45.556;51.770
Westmoreland County;53.536;51.600;55.472
Wyoming County;55.882;52.622;59.142
York County;58.471;56.478;60.464
Rhode Island;54.797;53.523;56.071
Bristol County;68.246;61.854;74.638
Kent County;61.923;58.197;65.649
Newport County;69.203;65.011;73.395
Providence County;47.278;45.298;49.258
Washington County;70.705;66.471;74.939
South Carolina;45.337;44.839;45.835
Abbeville County;35.525;32.040;39.010
Aiken County;48.537;46.339;50.735
Allendale County;25.530;22.872;28.188
Anderson County;43.124;41.062;45.186
Bamberg County;30.349;27.160;33.538
Barnwell County;32.205;28.818;35.592
Beaufort County;55.427;52.393;58.461
Berkeley County;52.436;50.225;54.647
Calhoun County;41.209;37.023;45.395
Charleston County;52.752;50.340;55.164
Cherokee County;38.947;35.059;42.835
Chester County;37.537;33.727;41.347
Chesterfield County;34.949;31.531;38.367
Clarendon County;32.268;30.394;34.142
Colleton County;35.558;33.175;37.941
Darlington County;35.640;32.772;38.508
Dillon County;30.516;27.470;33.562
Dorchester County;56.388;52.457;60.319
Edgefield County;44.129;39.898;48.360
Fairfield County;35.490;31.934;39.046
Florence County;42.232;39.175;45.289
Georgetown County;44.283;40.723;47.843
Greenville County;49.659;47.583;51.735
Greenwood County;38.878;35.951;41.805
Hampton County;33.644;30.302;36.986
Horry County;42.830;41.280;44.380
Jasper County;37.715;35.021;40.409
Kershaw County;45.411;42.385;48.437
Lancaster County;44.854;41.740;47.968
Laurens County;38.268;35.316;41.220
Lee County;31.510;28.510;34.510
Lexington County;54.098;51.307;56.889
McCormick County;38.694;34.668;42.720
Marion County;32.283;29.610;34.956
Marlboro County;31.170;28.059;34.281
Newberry County;42.000;38.277;45.723
Oconee County;39.548;36.268;42.828
Orangeburg County;31.382;28.766;33.998
Pickens County;41.375;38.570;44.180
Richland County;49.782;47.820;51.744
Saluda County;42.286;38.685;45.887
Spartanburg County;44.050;41.823;46.277
Sumter County;37.906;34.817;40.995
Union County;37.501;34.266;40.736
Williamsburg County;29.609;27.053;32.165
York County;54.196;50.549;57.843
South Dakota;51.059;50.111;52.007
Aurora County;50.896;46.912;54.880
Beadle County;49.583;46.379;52.787
Bennett County;34.326;30.850;37.802
Bon Homme County;47.987;43.732;52.242
Brookings County;52.930;48.346;57.514
Brown County;53.150;48.208;58.092
Brule County;47.224;42.548;51.900
Buffalo County;21.658;19.379;23.937
Butte County;41.446;37.285;45.607
Campbell County;49.895;44.691;55.099
Charles Mix County;41.395;37.566;45.224
Clark County;48.024;43.064;52.984
Clay County;43.453;39.509;47.397
Codington County;52.892;47.782;58.002
Corson County;31.420;28.934;33.906
Custer County;51.244;46.078;56.410
Davison County;48.675;43.725;53.625
Day County;43.305;38.690;47.920
Deuel County;51.246;46.436;56.056
Dewey County;34.936;31.499;38.373
Douglas County;49.251;44.041;54.461
Edmunds County;57.148;51.209;63.087
Fall River County;42.007;38.058;45.956
Faulk County;46.633;41.777;51.489
Grant County;52.816;47.953;57.679
Gregory County;36.836;33.215;40.457
Haakon County;43.699;39.049;48.349
Hamlin County;53.944;49.055;58.833
Hand County;51.201;45.889;56.513
Hanson County;61.945;55.975;67.915
Harding County;49.220;44.193;54.247
Hughes County;58.340;53.108;63.572
Hutchinson County;48.879;44.412;53.346
Hyde County;49.184;44.123;54.245
Jackson County;31.922;28.664;35.180
Jerauld County;48.773;43.655;53.891
Jones County;44.876;40.072;49.680
Kingsbury County;51.837;46.873;56.801
Lake County;53.175;47.608;58.742
Lawrence County;45.945;41.789;50.101
Lincoln County;79.857;74.152;85.562
Lyman County;40.639;36.499;44.779
McCook County;57.741;53.228;62.254
McPherson County;38.469;34.520;42.418
Marshall County;50.155;45.322;54.988
Meade County;54.771;50.861;58.681
Mellette County;34.237;30.708;37.766
Miner County;49.159;44.257;54.061
Minnehaha County;55.107;52.264;57.950
Moody County;53.654;48.245;59.063
Pennington County;48.379;45.600;51.158
Perkins County;39.936;35.638;44.234
Potter County;52.758;47.465;58.051
Roberts County;45.911;42.429;49.393
Sanborn County;46.281;41.523;51.039
Shannon County;27.244;24.485;30.003
Spink County;48.125;43.236;53.014
Stanley County;67.172;63.891;70.453
Sully County;59.879;53.636;66.122
Todd County;27.481;24.624;30.338
Tripp County;40.545;36.585;44.505
Turner County;55.708;50.643;60.773
Union County;72.041;64.821;79.261
Walworth County;41.831;37.658;46.004
Yankton County;47.363;42.831;51.895
Ziebach County;32.025;29.359;34.691
Tennessee;44.357;43.810;44.904
Anderson County;46.689;43.060;50.318
Bedford County;42.252;38.213;46.291
Benton County;34.382;31.024;37.740
Bledsoe County;34.948;31.685;38.211
Blount County;47.175;44.523;49.827
Bradley County;43.065;39.806;46.324
Campbell County;33.333;31.067;35.599
Cannon County;41.068;36.832;45.304
Carroll County;36.627;33.282;39.972
Carter County;34.354;31.909;36.799
Cheatham County;51.475;47.181;55.769
Chester County;40.980;36.723;45.237
Claiborne County;33.640;31.068;36.212
Clay County;30.744;27.534;33.954
Cocke County;30.860;27.685;34.035
Coffee County;45.235;42.576;47.894
Crockett County;37.853;34.234;41.472
Cumberland County;40.839;38.219;43.459
Davidson County;48.195;46.397;49.993
Decatur County;37.417;33.542;41.292
DeKalb County;38.595;34.922;42.268
Dickson County;45.914;41.808;50.020
Dyer County;43.425;39.746;47.104
Fayette County;56.573;51.517;61.629
Fentress County;30.299;27.245;33.353
Franklin County;43.851;40.418;47.284
Gibson County;37.498;34.972;40.024
Giles County;41.326;37.376;45.276
Grainger County;35.704;32.990;38.418
Greene County;36.740;34.183;39.297
Grundy County;28.086;25.792;30.380
Hamblen County;37.410;33.910;40.910
Hamilton County;48.380;46.617;50.143
Hancock County;27.323;24.685;29.961
Hardeman County;35.321;32.027;38.615
Hardin County;36.285;33.173;39.397
Hawkins County;39.506;36.361;42.651
Haywood County;35.470;31.844;39.096
Henderson County;39.303;35.391;43.215
Henry County;37.151;33.752;40.550
Hickman County;37.443;34.070;40.816
Houston County;39.753;36.093;43.413
Humphreys County;42.837;38.278;47.396
Jackson County;35.379;32.352;38.406
Jefferson County;41.235;38.546;43.924
Johnson County;31.330;28.315;34.345
Knox County;47.199;45.276;49.122
Lake County;28.524;25.541;31.507
Lauderdale County;33.595;30.341;36.849
Lawrence County;34.614;31.843;37.385
Lewis County;36.255;33.402;39.108
Lincoln County;41.802;39.332;44.272
Loudon County;53.945;49.360;58.530
McMinn County;39.528;35.908;43.148
McNairy County;34.882;31.378;38.386
Macon County;36.886;33.569;40.203
Madison County;43.113;40.136;46.090
Marion County;40.766;37.343;44.189
Marshall County;42.839;39.226;46.452
Maury County;51.303;47.336;55.270
Meigs County;34.801;31.924;37.678
Monroe County;37.392;33.983;40.801
Montgomery County;50.935;49.385;52.485
Moore County;50.358;45.087;55.629
Morgan County;36.390;32.724;40.056
Obion County;40.683;38.077;43.289
Overton County;35.884;32.814;38.954
Perry County;33.776;30.309;37.243
Pickett County;31.996;28.678;35.314
Polk County;36.643;32.857;40.429
Putnam County;37.693;34.564;40.822
Rhea County;37.952;34.412;41.492
Roane County;43.269;39.731;46.807
Robertson County;52.640;48.855;56.425
Rutherford County;53.799;50.659;56.939
Scott County;31.397;28.223;34.571
Sequatchie County;44.111;40.619;47.603
Sevier County;39.905;37.176;42.634
Shelby County;44.015;42.457;45.573
Smith County;43.659;40.290;47.028
Stewart County;41.590;37.411;45.769
Sullivan County;38.840;36.955;40.725
Sumner County;58.291;54.684;61.898
Tipton County;52.339;47.526;57.152
Trousdale County;40.251;35.937;44.565
Unicoi County;37.632;33.801;41.463
Union County;37.453;34.195;40.711
Van Buren County;34.884;31.192;38.576
Warren County;36.942;33.642;40.242
Washington County;43.212;40.748;45.676
Wayne County;33.573;30.046;37.100
Weakley County;36.205;33.118;39.292
White County;35.400;32.228;38.572
Williamson County;97.936;90.972;104.900
Wilson County;60.955;57.235;64.675
Texas;53.067;52.694;53.440
Anderson County;42.471;39.395;45.547
Andrews County;66.878;60.057;73.699
Angelina County;42.128;39.325;44.931
Aransas County;44.551;40.541;48.561
Archer County;58.867;53.751;63.983
Armstrong County;55.177;50.907;59.447
Atascosa County;52.785;49.459;56.111
Austin County;58.792;53.813;63.771
Bailey County;36.821;32.834;40.808
Bandera County;50.107;45.374;54.840
Bastrop County;52.886;48.422;57.350
Baylor County;36.027;32.210;39.844
Bee County;40.680;36.941;44.419
Bell County;51.048;49.849;52.247
Bexar County;50.699;49.819;51.579
Blanco County;57.177;51.282;63.072
Borden County;61.750;55.218;68.282
Bosque County;44.397;40.146;48.648
Bowie County;41.883;38.042;45.724
Brazoria County;73.788;70.909;76.667
Brazos County;41.641;39.200;44.082
Brewster County;40.179;35.977;44.381
Briscoe County;42.139;37.631;46.647
Brooks County;27.875;24.955;30.795
Brown County;41.316;38.014;44.618
Burleson County;48.140;43.983;52.297
Burnet County;53.203;48.299;58.107
Caldwell County;47.227;43.491;50.963
Calhoun County;46.705;42.011;51.399
Callahan County;40.796;36.594;44.998
Cameron County;32.215;30.787;33.643
Camp County;37.801;34.442;41.160
Carson County;58.425;52.612;64.238
Cass County;39.256;35.700;42.812
Castro County;42.966;39.346;46.586
Chambers County;77.281;69.206;85.356
Cherokee County;38.465;35.685;41.245
Childress County;39.025;35.288;42.762
Clay County;50.993;45.810;56.176
Cochran County;39.870;35.770;43.970
Coke County;41.593;37.335;45.851
Coleman County;37.497;34.767;40.227
Collin County;86.634;83.846;89.422
Collingsworth County;38.655;34.580;42.730
Colorado County;46.484;42.648;50.320
Comal County;64.533;59.304;69.762
Comanche County;38.280;34.999;41.561
Concho County;40.837;36.739;44.935
Cooke County;57.378;52.865;61.891
Coryell County;47.018;43.534;50.502
Cottle County;32.722;29.215;36.229
Crane County;61.098;55.286;66.910
Crockett County;49.614;44.310;54.918
Crosby County;36.627;33.505;39.749
Culberson County;33.637;30.075;37.199
Dallam County;43.523;39.154;47.892
Dallas County;50.118;49.169;51.067
Dawson County;41.876;37.847;45.905
Deaf Smith County;41.499;37.568;45.430
Delta County;38.304;34.365;42.243
Denton County;74.569;72.091;77.047
DeWitt County;45.717;41.060;50.374
Dickens County;35.924;32.303;39.545
Dimmit County;36.856;32.981;40.731
Donley County;37.263;33.564;40.962
Duval County;35.069;31.376;38.762
Eastland County;36.591;33.390;39.792
Ector County;55.555;51.385;59.725
Edwards County;35.554;31.747;39.361
Ellis County;61.157;56.768;65.546
El Paso County;40.081;38.850;41.312
Erath County;41.914;37.738;46.090
Falls County;35.491;32.432;38.550
Fannin County;43.211;39.657;46.765
Fayette County;49.830;45.448;54.212
Fisher County;44.519;40.045;48.993
Floyd County;36.898;33.033;40.763
Foard County;33.442;29.968;36.916
Fort Bend County;88.516;83.793;93.239
Franklin County;42.099;37.733;46.465
Freestone County;46.526;41.887;51.165
Frio County;34.206;31.421;36.991
Gaines County;50.709;45.643;55.775
Galveston County;58.333;54.518;62.148
Garza County;49.947;45.073;54.821
Gillespie County;52.814;47.196;58.432
Glasscock County;73.335;65.432;81.238
Goliad County;49.369;44.116;54.622
Gonzales County;42.291;38.532;46.050
Gray County;49.012;44.457;53.567
Grayson County;49.261;45.865;52.657
Gregg County;50.020;47.218;52.822
Grimes County;44.795;40.212;49.378
Guadalupe County;61.825;58.523;65.127
Hale County;40.213;37.366;43.060
Hall County;33.324;30.090;36.558
Hamilton County;41.207;36.973;45.441
Hansford County;50.698;45.339;56.057
Hardeman County;36.992;33.109;40.875
Hardin County;53.872;49.111;58.633
Harris County;54.230;53.235;55.225
Harrison County;48.461;44.088;52.834
Hartley County;64.182;60.053;68.311
Haskell County;35.607;31.929;39.285
Hays County;59.569;56.504;62.634
Hemphill County;66.505;59.259;73.751
Henderson County;40.921;38.981;42.861
Hidalgo County;34.368;32.672;36.064
Hill County;41.521;38.186;44.856
Hockley County;50.124;47.035;53.213
Hood County;55.472;50.193;60.751
Hopkins County;44.076;40.566;47.586
Houston County;33.698;30.510;36.886
Howard County;47.299;43.657;50.941
Hudspeth County;32.086;28.650;35.522
Hunt County;43.385;40.236;46.534
Hutchinson County;51.508;46.678;56.338
Irion County;63.054;56.311;69.797
Jack County;52.030;47.199;56.861
Jackson County;52.185;48.056;56.314
Jasper County;41.017;36.677;45.357
Jeff Davis County;46.364;41.375;51.353
Jefferson County;41.147;39.396;42.898
Jim Hogg County;36.929;33.141;40.717
Jim Wells County;46.200;42.579;49.821
Johnson County;55.926;51.877;59.975
Jones County;41.079;37.192;44.966
Karnes County;43.986;39.383;48.589
Kaufman County;57.585;53.132;62.038
Kendall County;77.764;70.376;85.152
Kenedy County;38.451;34.235;42.667
Kent County;43.026;39.111;46.941
Kerr County;44.113;40.046;48.180
Kimble County;38.750;34.794;42.706
King County;64.203;58.525;69.881
Kinney County;39.335;35.178;43.492
Kleberg County;40.884;36.564;45.204
Knox County;36.929;33.248;40.610
Lamar County;41.009;38.004;44.014
Lamb County;37.111;33.800;40.422
Lampasas County;50.699;45.895;55.503
La Salle County;38.012;34.106;41.918
Lavaca County;47.041;43.225;50.857
Lee County;52.895;47.859;57.931
Leon County;45.159;40.554;49.764
Liberty County;47.123;43.300;50.946
Limestone County;37.256;33.752;40.760
Lipscomb County;60.810;55.125;66.495
Live Oak County;51.481;46.368;56.594
Llano County;45.096;40.729;49.463
Loving County;55.819;49.598;62.040
Lubbock County;45.719;43.869;47.569
Lynn County;41.589;37.388;45.790
McCulloch County;39.649;35.928;43.370
McLennan County;43.488;41.070;45.906
McMullen County;61.571;55.080;68.062
Madison County;39.030;34.934;43.126
Marion County;34.452;31.020;37.884
Martin County;61.896;56.382;67.410
Mason County;42.820;38.282;47.358
Matagorda County;41.587;37.349;45.825
Maverick County;32.248;29.486;35.010
Medina County;53.440;49.040;57.840
Menard County;32.580;29.163;35.997
Midland County;74.811;69.138;80.484
Milam County;41.849;37.900;45.798
Mills County;38.564;34.661;42.467
Mitchell County;41.363;37.040;45.686
Montague County;48.996;44.903;53.089
Montgomery County;70.929;67.702;74.156
Moore County;42.839;38.819;46.859
Morris County;37.954;34.171;41.737
Motley County;37.936;33.884;41.988
Nacogdoches County;38.895;36.714;41.076
Navarro County;43.091;39.867;46.315
Newton County;39.135;34.973;43.297
Nolan County;38.742;34.819;42.665
Nueces County;51.222;49.551;52.893
Ochiltree County;61.773;55.648;67.898
Oldham County;54.458;48.632;60.284
Orange County;48.834;44.640;53.028
Palo Pinto County;40.862;37.257;44.467
Panola County;48.822;45.464;52.180
Parker County;67.655;63.185;72.125
Parmer County;41.813;38.702;44.924
Pecos County;44.817;40.507;49.127
Polk County;41.401;37.864;44.938
Potter County;38.224;35.748;40.700
Presidio County;34.258;30.900;37.616
Rains County;47.834;44.651;51.017
Randall County;64.636;61.330;67.942
Reagan County;62.376;55.648;69.104
Real County;37.294;34.059;40.529
Red River County;34.340;30.844;37.836
Reeves County;39.006;35.340;42.672
Refugio County;43.654;39.074;48.234
Roberts County;69.424;62.752;76.096
Robertson County;43.194;39.324;47.064
Rockwall County;84.692;78.758;90.626
Runnels County;38.607;34.708;42.506
Rusk County;46.427;42.931;49.923
Sabine County;35.701;31.988;39.414
San Augustine County;32.826;29.351;36.301
San Jacinto County;43.087;38.599;47.575
San Patricio County;51.958;48.698;55.218
San Saba County;38.000;34.026;41.974
Schleicher County;50.361;45.150;55.572
Scurry County;56.444;50.659;62.229
Shackelford County;55.130;49.626;60.634
Shelby County;35.772;32.673;38.871
Sherman County;49.309;44.366;54.252
Smith County;45.363;42.404;48.322
Somervell County;51.733;46.871;56.595
Starr County;26.699;24.224;29.174
Stephens County;44.110;39.745;48.475
Sterling County;59.854;53.412;66.296
Stonewall County;42.780;38.211;47.349
Sutton County;60.435;54.024;66.846
Swisher County;37.527;33.528;41.526
Tarrant County;58.127;56.818;59.436
Taylor County;45.559;42.955;48.163
Terrell County;39.503;35.197;43.809
Terry County;38.752;34.718;42.786
Throckmorton County;43.618;39.441;47.795
Titus County;40.680;37.335;44.025
Tom Green County;45.261;41.629;48.893
Travis County;61.779;60.414;63.144
Trinity County;36.645;33.436;39.854
Tyler County;40.442;36.300;44.584
Upshur County;46.346;42.361;50.331
Upton County;55.918;49.993;61.843
Uvalde County;37.933;34.151;41.715
Val Verde County;41.437;37.657;45.217
Van Zandt County;43.377;40.256;46.498
Victoria County;51.003;46.984;55.022
Walker County;39.984;36.638;43.330
Waller County;50.589;46.139;55.039
Ward County;53.244;47.821;58.667
Washington County;55.139;51.645;58.633
Webb County;37.935;35.963;39.907
Wharton County;44.110;40.379;47.841
Wheeler County;52.548;47.473;57.623
Wichita County;43.379;40.750;46.008
Wilbarger County;39.377;35.318;43.436
Willacy County;29.782;26.700;32.864
Williamson County;73.098;70.607;75.589
Wilson County;62.752;58.653;66.851
Winkler County;55.493;49.858;61.128
Wise County;59.904;55.353;64.455
Wood County;42.753;39.333;46.173
Yoakum County;60.738;54.412;67.064
Young County;41.872;37.718;46.026
Zapata County;33.291;29.743;36.839
Zavala County;26.336;23.529;29.143
Utah;60.943;60.307;61.579
Beaver County;50.818;46.164;55.472
Box Elder County;56.313;51.907;60.719
Cache County;51.735;50.032;53.438
Carbon County;47.340;43.006;51.674
Daggett County;53.006;47.252;58.760
Davis County;70.797;68.107;73.487
Duchesne County;61.976;58.630;65.322
Emery County;49.709;46.400;53.018
Garfield County;45.666;41.175;50.157
Grand County;43.344;39.220;47.468
Iron County;43.615;39.441;47.789
Juab County;55.204;50.719;59.689
Kane County;48.456;44.031;52.881
Millard County;52.623;48.442;56.804
Morgan County;82.597;73.922;91.272
Piute County;37.730;33.693;41.767
Rich County;56.772;50.676;62.868
Salt Lake County;62.536;60.865;64.207
San Juan County;40.590;36.391;44.789
Sanpete County;44.644;40.415;48.873
Sevier County;48.622;44.987;52.257
Summit County;92.560;85.447;99.673
Tooele County;64.193;58.684;69.702
Uintah County;65.489;60.300;70.678
Utah County;60.957;59.733;62.181
Wasatch County;65.207;59.743;70.671
Washington County;50.169;46.673;53.665
Wayne County;42.366;38.718;46.014
Weber County;59.293;57.078;61.508
Vermont;54.153;52.739;55.567
Addison County;59.089;56.115;62.063
Bennington County;44.674;41.503;47.845
Caledonia County;45.029;42.363;47.695
Chittenden County;61.908;58.884;64.932
Essex County;35.570;32.007;39.133
Franklin County;59.184;55.499;62.869
Grand Isle County;60.081;54.609;65.553
Lamoille County;49.142;45.200;53.084
Orange County;53.025;50.069;55.981
Orleans County;42.089;39.580;44.598
Rutland County;44.888;41.662;48.114
Washington County;58.673;55.063;62.283
Windham County;49.616;46.065;53.167
Windsor County;51.513;48.507;54.519
Virginia;64.923;64.318;65.528
Accomack County;38.390;35.016;41.764
Albemarle County;67.083;62.228;71.938
Alleghany County;45.454;40.773;50.135
Amelia County;51.738;46.492;56.984
Amherst County;43.998;39.929;48.067
Appomattox County;44.397;40.101;48.693
Arlington County;107.143;103.158;111.128
Augusta County;57.808;55.466;60.150
Bath County;43.852;39.280;48.424
Bedford County;55.507;51.782;59.232
Bland County;42.624;38.154;47.094
Botetourt County;63.646;57.554;69.738
Brunswick County;37.344;33.662;41.026
Buchanan County;32.083;29.249;34.917
Buckingham County;38.731;34.915;42.547
Campbell County;46.663;43.140;50.186
Caroline County;56.099;50.712;61.486
Carroll County;38.474;35.201;41.747
Charles City County;49.768;44.624;54.912
Charlotte County;36.339;33.072;39.606
Chesterfield County;72.972;70.081;75.863
Clarke County;70.281;63.525;77.037
Craig County;46.551;41.545;51.557
Culpeper County;62.394;56.864;67.924
Cumberland County;41.409;37.071;45.747
Dickenson County;32.103;29.068;35.138
Dinwiddie County;52.288;48.232;56.344
Essex County;48.277;44.607;51.947
Fairfax County;110.507;108.658;112.356
Fauquier County;89.106;83.479;94.733
Floyd County;43.355;39.587;47.123
Fluvanna County;64.258;58.481;70.035
Franklin County;47.419;43.292;51.546
Frederick County;65.485;60.795;70.175
Giles County;45.979;42.158;49.800
Gloucester County;58.900;54.188;63.612
Goochland County;86.610;79.021;94.199
Grayson County;31.893;28.864;34.922
Greene County;61.762;56.358;67.166
Greensville County;36.459;32.611;40.307
Halifax County;39.079;35.752;42.406
Hanover County;81.940;76.814;87.066
Henrico County;62.446;60.157;64.735
Henry County;34.842;31.973;37.711
Highland County;38.636;34.457;42.815
Isle of Wight County;64.350;58.809;69.891
James City County;75.926;69.820;82.032
King and Queen County;46.331;41.809;50.853
King George County;76.206;69.463;82.949
King William County;64.305;58.820;69.790
Lancaster County;45.827;41.280;50.374
Lee County;31.429;28.160;34.698
Loudoun County;122.641;119.393;125.889
Louisa County;60.121;55.545;64.697
Lunenburg County;37.548;34.288;40.808
Madison County;52.513;47.058;57.968
Mathews County;58.268;52.306;64.230
Mecklenburg County;38.500;35.005;41.995
Middlesex County;48.921;43.930;53.912
Montgomery County;43.484;40.668;46.300
Nelson County;48.076;43.132;53.020
New Kent County;72.406;65.542;79.270
Northampton County;36.822;33.068;40.576
Northumberland County;51.422;46.463;56.381
Nottoway County;37.996;33.940;42.052
Orange County;59.282;53.859;64.705
Page County;44.851;42.838;46.864
Patrick County;34.885;31.416;38.354
Pittsylvania County;44.207;40.920;47.494
Powhatan County;75.539;70.337;80.741
Prince Edward County;37.543;33.656;41.430
Prince George County;61.792;56.708;66.876
Prince William County;91.886;89.272;94.500
Pulaski County;46.186;42.468;49.904
Rappahannock County;62.800;56.618;68.982
Richmond County;42.204;37.788;46.620
Roanoke County;61.935;58.621;65.249
Rockbridge County;48.497;44.435;52.559
Rockingham County;55.798;53.027;58.569
Russell County;37.378;33.932;40.824
Scott County;36.290;32.530;40.050
Shenandoah County;45.430;41.680;49.180
Smyth County;37.831;34.968;40.694
Southampton County;46.521;41.950;51.092
Spotsylvania County;75.714;72.464;78.964
Stafford County;92.647;87.069;98.225
Surry County;48.707;43.715;53.699
Sussex County;37.748;33.795;41.701
Tazewell County;38.292;34.611;41.973
Warren County;60.714;55.816;65.612
Washington County;43.353;40.344;46.362
Westmoreland County;48.232;43.854;52.610
Wise County;38.528;36.095;40.961
Wythe County;41.132;37.472;44.792
York County;81.169;75.970;86.368
Alexandria city;86.419;81.707;91.131
Bristol city;34.099;30.576;37.622
Buena Vista city;38.331;34.306;42.356
Charlottesville city;45.890;41.320;50.460
Chesapeake city;66.625;64.747;68.503
Colonial Heights city;52.355;48.094;56.616
Covington city;36.503;32.655;40.351
Danville city;33.646;31.027;36.265
Emporia city;33.160;29.585;36.735
Fairfax city;94.067;87.070;101.064
Falls Church city;125.635;112.602;138.668
Franklin city;38.583;35.862;41.304
Fredericksburg city;51.195;46.071;56.319
Galax city;33.182;29.630;36.734
Hampton city;47.615;44.803;50.427
Harrisonburg city;38.541;35.047;42.035
Hopewell city;40.122;37.151;43.093
Lexington city;40.829;36.455;45.203
Lynchburg city;40.065;37.473;42.657
Manassas city;72.510;66.618;78.402
Manassas Park city;73.065;66.935;79.195
Martinsville city;29.971;27.212;32.730
Newport News city;48.440;45.608;51.272
Norfolk city;42.567;40.613;44.521
Norton city;31.620;28.267;34.973
Petersburg city;32.749;29.909;35.589
Poquoson city;84.213;75.348;93.078
Portsmouth city;43.045;39.425;46.665
Radford city;34.267;30.831;37.703
Richmond city;42.074;39.728;44.420
Roanoke city;40.735;38.139;43.331
Salem city;54.195;50.158;58.232
Staunton city;42.552;38.620;46.484
Suffolk city;60.735;56.752;64.718
Virginia Beach city;67.676;65.010;70.342
Waynesboro city;44.843;41.709;47.977
Williamsburg city;46.954;42.143;51.765
Winchester city;44.537;40.470;48.604
Washington;61.358;60.882;61.834
Adams County;47.423;42.474;52.372
Asotin County;44.055;39.944;48.166
Benton County;58.750;56.072;61.428
Chelan County;49.174;45.028;53.320
Clallam County;47.185;43.543;50.827
Clark County;61.747;60.396;63.098
Columbia County;45.465;41.255;49.675
Cowlitz County;44.235;41.355;47.115
Douglas County;51.151;47.257;55.045
Ferry County;39.992;36.038;43.946
Franklin County;55.006;51.191;58.821
Garfield County;46.404;41.508;51.300
Grant County;50.388;47.611;53.165
Grays Harbor County;43.205;40.965;45.445
Island County;59.358;55.827;62.889
Jefferson County;50.964;46.641;55.287
King County;75.738;74.417;77.059
Kitsap County;61.898;59.584;64.212
Kittitas County;48.127;44.926;51.328
Klickitat County;49.348;44.723;53.973
Lewis County;44.243;40.710;47.776
Lincoln County;49.955;45.180;54.730
Mason County;52.313;49.305;55.321
Okanogan County;37.782;34.745;40.819
Pacific County;40.189;36.441;43.937
Pend Oreille County;42.579;38.373;46.785
Pierce County;60.397;58.946;61.848
San Juan County;54.721;50.513;58.929
Skagit County;51.395;48.709;54.081
Skamania County;52.673;47.473;57.873
Snohomish County;71.890;70.201;73.579
Spokane County;50.083;48.190;51.976
Stevens County;43.823;40.849;46.797
Thurston County;61.653;59.047;64.259
Wahkiakum County;51.022;48.377;53.667
Walla Walla County;49.819;46.459;53.179
Whatcom County;53.733;51.153;56.313
Whitman County;41.837;37.907;45.767
Yakima County;44.342;42.101;46.583
West Virginia;41.030;40.399;41.661
Barbour County;35.615;31.979;39.251
Berkeley County;56.737;53.472;60.002
Boone County;37.625;34.021;41.229
Braxton County;33.817;30.465;37.169
Brooke County;43.572;39.329;47.815
Cabell County;34.887;32.905;36.869
Calhoun County;32.162;28.853;35.471
Clay County;32.961;30.007;35.915
Doddridge County;41.838;37.906;45.770
Fayette County;36.739;34.611;38.867
Gilmer County;32.705;29.257;36.153
Grant County;41.039;38.273;43.805
Greenbrier County;36.996;33.366;40.626
Hampshire County;35.980;32.334;39.626
Hancock County;48.178;45.965;50.391
Hardy County;41.010;37.490;44.530
Harrison County;42.121;39.683;44.559
Jackson County;41.121;36.854;45.388
Jefferson County;66.950;63.283;70.617
Kanawha County;43.936;41.342;46.530
Lewis County;40.568;37.071;44.065
Lincoln County;34.295;30.842;37.748
Logan County;36.437;33.268;39.606
McDowell County;24.707;22.745;26.669
Marion County;43.729;40.368;47.090
Marshall County;43.356;39.100;47.612
Mason County;35.799;32.383;39.215
Mercer County;35.046;31.935;38.157
Mineral County;40.012;36.136;43.888
Mingo County;29.839;27.057;32.621
Monongalia County;43.835;40.315;47.355
Monroe County;36.351;32.664;40.038
Morgan County;44.446;40.093;48.799
Nicholas County;36.375;32.856;39.894
Ohio County;40.195;37.921;42.469
Pendleton County;38.204;34.484;41.924
Pleasants County;44.801;40.292;49.310
Pocahontas County;34.341;31.124;37.558
